language,term,translation,parent,status,link_status,tags,pronunciation
Spanish,rodeado,"surrounded, 
surrounded","rodeado, rodear",1,Y,,
Spanish,cumplen,Present ellos/ellas/ustedes conjugation of cumplir,cumplir,1,Y,,
Spanish,acento,"accent, emphasis",,1,,,
Spanish,deriva,"drift, 
Present él/ella/usted conjugation of derivar, 
Affirmative imperative tú conjugation of derivar","deriva, derivar, derivar",1,Y,,
Spanish,liderazgo,leadership,,1,,,
Spanish,mera,"boss, 
Present él/ella/usted conjugation of merar, 
Affirmative imperative tú conjugation of merar","mera, merar, merar",1,Y,,
Spanish,integrada,integrated,integrado,1,Y,,
Spanish,científicas,"scientists, 
scientific",,1,,,
Spanish,casualidad,chance,,1,,,
Spanish,anuncios,announcements,anuncio,1,Y,,
Spanish,prevenir,to prevent,,1,,,
Spanish,nacionalismo,nationalism,,1,,,
Spanish,sentó,Preterite él/ella/usted conjugation of sentar,sentar,1,Y,,
Spanish,incidentes,"incidents, 
incidental",,1,,,
Spanish,bolsas,"scrotum, 
bags","bolsas, bolsa",1,Y,,
Spanish,bravo,fierce,,1,,,
Spanish,aprobada,passing grade,,1,,,
Spanish,simón,"of course, 
Simon","simón, Simón",1,Y,,
Spanish,oscuras,dark,oscuro,1,Y,,
Spanish,creencias,beliefs,creencia,1,Y,,
Spanish,asesino,"murderer, 
Present yo conjugation of asesinar, 
Preterite él/ella/usted conjugation of asesinar","asesino, asesinar, asesinar",1,Y,,
Spanish,monto,"amount, 
Present yo conjugation of montar, 
Preterite él/ella/usted conjugation of montar","monto, montar, montar",1,Y,,
Spanish,chilenos,"Chileans, 
Chilean",,1,,,
Spanish,reunió,Preterite él/ella/usted conjugation of reunir,reunir,1,Y,,
Spanish,supera,"Present él/ella/usted conjugation of superar, 
Affirmative imperative tú conjugation of superar, 
Affirmative imperative vos conjugation of superar","superar, superar, superar",1,Y,,
Spanish,ojalá,"hopefully, 
Affirmative imperative vos conjugation of ojalar, 
Present él/ella/usted conjugation of ojalar","ojalá, ojalar, ojalar",1,Y,,
Spanish,participó,"Preterite él/ella/usted conjugation of participar, 
Present yo conjugation of participar","participar, participar",1,Y,,
Spanish,solucionar,"to solve, to resolve",,1,,,
Spanish,intentado,tried,intentar,1,Y,,
Spanish,noventa,ninety,,1,,,
Spanish,legislativo,legislative,,1,,,
Spanish,asilo,"home,refuge, 
Present yo conjugation of asilar, 
Preterite él/ella/usted conjugation of asilar","asilo, asilar, asilar",1,Y,,
Spanish,magia,"magic, 
Present él/ella/usted conjugation of magiar, 
Affirmative imperative tú conjugation of magiar","magia, magiar, magiar",1,Y,,
Spanish,torero,bullfighter,,1,,,
Spanish,solana,the sun,,1,,,
Spanish,chilena,"scissor kick, 
Chilean, 
Chilean",chilena,1,Y,,
Spanish,énfasis,emphasis,,1,,,
Spanish,ubicación,location,,1,,,
Spanish,venganza,revenge,,1,,,
Spanish,considerando,"whereas clause, 
considering","considerando, considerar",1,Y,,
Spanish,emisora,"station, 
speaker","emisora, emisor",1,Y,,
Spanish,desplazamiento,"displacement, shift",,1,,,
Spanish,peter,"el pito, 
Pedro","peter, Peter",1,Y,,
Spanish,lateral,"side, winger",,1,,,
Spanish,flota,"fleet, 
Present él/ella/usted conjugation of flotar, 
Affirmative imperative tú conjugation of flotar","flota, flotar, flotar",1,Y,,
Spanish,bonito,pretty,,1,,,
Spanish,partículas,particles,partícula,1,Y,,
Spanish,ajena,other people's,ajeno,1,Y,,
Spanish,estímulos,encouragements,estímulo,1,Y,,
Spanish,desesperación,"desperation, despair",,1,,,
Spanish,copas,"Present tú conjugation of copar, 
glasses, 
Present vos conjugation of copar","copar, copa, copar",1,Y,,
Spanish,merced,"favor, mercy",,1,,,
Spanish,consuelo,"comfort, 
Present yo conjugation of consolar","consuelo, consolar",1,Y,,
Spanish,hueco,"hole, hollow",,1,,,
Spanish,controles,"Subjunctive tú conjugation of controlar, 
Subjunctive vos conjugation of controlar, 
controls","controlar, controlar, control",1,Y,,
Spanish,presidenta,president,,1,,,
Spanish,celebrada,celebrated,celebrar,1,Y,,
Spanish,planteado,suggested,plantear,1,Y,,
Spanish,referirse,to refer,,1,,,
Spanish,citar,to make an appointment,,1,,,
Spanish,das,"Present tú conjugation of dar, 
Present vos conjugation of dar","dar, dar",1,Y,,
Spanish,escuchó,"Preterite él/ella/usted conjugation of escuchar, 
Present yo conjugation of escuchar","escuchar, escuchar",1,Y,,
Spanish,pregunto,"Present yo conjugation of preguntar, 
Preterite él/ella/usted conjugation of preguntar","preguntar, preguntar",1,Y,,
Spanish,fachada,facade,,1,,,
Spanish,pintores,painters,pintor,1,Y,,
Spanish,claudio,Claudius,,1,,,
Spanish,capilla,chapel,,1,,,
Spanish,ediciones,"Publications, 
editions","ediciones, edición",1,Y,,
Spanish,parcialmente,partially,,1,,,
Spanish,agrupación,"group, association",,1,,,
Spanish,digamos,"Subjunctive nosotros conjugation of decir, 
Affirmative imperative nosotros conjugation of decir","decir, decir",1,Y,,
Spanish,bronce,bronze,,1,,,
Spanish,despacio,"slowly, 
Slowly!","despacio, ¡Despacio!",1,Y,,
Spanish,excesivo,excessive,,1,,,
Spanish,confirma,"Present él/ella/usted conjugation of confirmar, 
Affirmative imperative tú conjugation of confirmar, 
Affirmative imperative vos conjugation of confirmar","confirmar, confirmar, confirmar",1,Y,,
Spanish,ginebra,"gin, 
Geneva","ginebra, Ginebra",1,Y,,
Spanish,captura,"capture,seizure, 
Present él/ella/usted conjugation of capturar, 
Affirmative imperative tú conjugation of capturar","captura, capturar, capturar",1,Y,,
Spanish,votar,to vote,,1,,,
Spanish,constituir,to make up,,1,,,
Spanish,ligero,light,,1,,,
Spanish,palacios,palaces,palacio,1,Y,,
Spanish,reír,to laugh,,1,,,
Spanish,nieto,grandson,,1,,,
Spanish,falla,"defect, 
Present él/ella/usted conjugation of fallar, 
Affirmative imperative tú conjugation of fallar","falla, fallar, fallar",1,Y,,
Spanish,acusó,"Preterite él/ella/usted conjugation of acusar, 
Present yo conjugation of acusar","acusar, acusar",1,Y,,
Spanish,maestra,"teacher, 
master",,1,,,
Spanish,cobrar,to charge for,,1,,,
Spanish,aguirre,"Present él/ella/usted conjugation of aguerrir, 
Affirmative imperative tú conjugation of aguerrir","aguerrir, aguerrir",1,Y,,
Spanish,defiende,"Present él/ella/usted conjugation of defender, 
Affirmative imperative tú conjugation of defender","defender, defender",1,Y,,
Spanish,denominada,named,denominado,1,Y,,
Spanish,palo,stick,,1,,,
Spanish,ocultar,"to hide, to conceal",,1,,,
Spanish,modernidad,modernity,,1,,,
Spanish,vasca,"Basque, 
Basque",,1,,,
Spanish,pisos,floors,piso,1,Y,,
Spanish,sanitaria,"health, 
plumbing supply store",sanitaría,1,Y,,
Spanish,químicos,"chemists, 
chemical",,1,,,
Spanish,descubre,"Present él/ella/usted conjugation of descubrir, 
Affirmative imperative tú conjugation of descubrir","descubrir, descubrir",1,Y,,
Spanish,delincuentes,"criminals, 
criminals, 
delinquent",,1,,,
Spanish,contradicciones,contradictions,contradicción,1,Y,,
Spanish,considerados,"Affirmative imperative vosotros conjugation of considerar, 
considered, 
considerate","considerar, considerar, considerado",1,Y,,
Spanish,concha,"shell, 
rude","concha, concho",1,Y,,
Spanish,montes,"Subjunctive tú conjugation of montar, 
Subjunctive vos conjugation of montar, 
hills","montar, montar, monte",1,Y,,
Spanish,meter,to put,,1,,,
Spanish,teórico,"theoretical, theorist",,1,,,
Spanish,malestar,discomfort,,1,,,
Spanish,manteniendo,holding,mantener,1,Y,,
Spanish,competir,to compete,,1,,,
Spanish,capitalista,capitalist,,1,,,
Spanish,ave,"bird, 
SHSR","ave, AVE",1,Y,,
Spanish,cerdo,"pig, pork",,1,,,
Spanish,manual,manual,,1,,,
Spanish,broma,"joke, 
Present él/ella/usted conjugation of bromar, 
Affirmative imperative tú conjugation of bromar","broma, bromar, bromar",1,Y,,
Spanish,refirió,Preterite él/ella/usted conjugation of referir,referir,1,Y,,
Spanish,incorporar,to incorporate,,1,,,
Spanish,beatriz,Beatrice,,1,,,
Spanish,prd,DRP,,1,,,
Spanish,influencias,"contacts, 
Present tú conjugation of influenciar, 
influences","influencias, influenciar, influencia",1,Y,,
Spanish,fuertemente,"hard, sharply",,1,,,
Spanish,ideales,"ideals, 
ideals, 
ideal",ideales,1,Y,,
Spanish,crudo,"raw, crude",,1,,,
Spanish,cecilia,Cecily,,1,,,
Spanish,éxitos,successes,éxito,1,Y,,
Spanish,tolerancia,tolerance,,1,,,
Spanish,clínico,clinical,,1,,,
Spanish,rurales,"station wagons, 
rural",,1,,,
Spanish,poética,"poetics,art of poetry, 
poetic","poética, poético",1,Y,,
Spanish,respectivas,respective,respectivo,1,Y,,
Spanish,sacerdotes,priests,sacerdote,1,Y,,
Spanish,violación,"violation, rape",,1,,,
Spanish,ganancias,"profits, 
profits","ganancias, ganancia",1,Y,,
Spanish,tele,"TV, 
","tele, tele-",1,Y,,
Spanish,lara,"hearth, lar",,1,,,
Spanish,creatividad,creativity,,1,,,
Spanish,entraba,"Imperfect yo conjugation of entrar, 
Imperfect él/ella/usted conjugation of entrar, 
Present él/ella/usted conjugation of entrabar","entrar, entrar, entrabar",1,Y,,
Spanish,colocado,"placed, 
placed","colocado, colocar",1,Y,,
Spanish,plantear,to suggest,,1,,,
Spanish,cocaína,cocaine,,1,,,
Spanish,lola,"tit, 
teenager, 
teenage",lola,1,Y,,
Spanish,pastor,shepherd,,1,,,
Spanish,tuvimos,Preterite nosotros conjugation of tener,tener,1,Y,,
Spanish,titulares,"holders, 
holders, 
permanent",,1,,,
Spanish,lanzamiento,throwing,,1,,,
Spanish,cubre,"Present él/ella/usted conjugation of cubrir, 
Affirmative imperative tú conjugation of cubrir","cubrir, cubrir",1,Y,,
Spanish,capas,"Present tú conjugation of capar, 
layers, 
Present vos conjugation of capar","capar, capa, capar",1,Y,,
Spanish,crímenes,crimes,crimen,1,Y,,
Spanish,guitarra,guitar,,1,,,
Spanish,ampliamente,"amply, easily",,1,,,
Spanish,vosotros,you,,1,,,
Spanish,cerebral,cerebral,,1,,,
Spanish,hogares,homes,hogar,1,Y,,
Spanish,bombas,bombs,bomba,1,Y,,
Spanish,brillantes,"diamonds, 
bright",,1,,,
Spanish,ignorancia,ignorance,,1,,,
Spanish,geográfica,geographic,,1,,,
Spanish,señalando,showing,señalar,1,Y,,
Spanish,sargento,sergeant,,1,,,
Spanish,independientemente,independently,,1,,,
Spanish,recomienda,"Present él/ella/usted conjugation of recomendar, 
Affirmative imperative tú conjugation of recomendar","recomendar, recomendar",1,Y,,
Spanish,convencer,to convince,,1,,,
Spanish,pensión,pension,,1,,,
Spanish,rodea,"Present él/ella/usted conjugation of rodear, 
Affirmative imperative tú conjugation of rodear, 
Affirmative imperative vos conjugation of rodear","rodear, rodear, rodear",1,Y,,
Spanish,logro,"achievement, 
Present yo conjugation of lograr, 
Preterite él/ella/usted conjugation of lograr","logro, lograr, lograr",1,Y,,
Spanish,video,video,,1,,,
Spanish,continúan,Present ellos/ellas/ustedes conjugation of continuar,continuar,1,Y,,
Spanish,distancias,"Present tú conjugation of distanciar, 
distances, 
Present vos conjugation of distanciar","distanciar, distancia, distanciar",1,Y,,
Spanish,repitió,Preterite él/ella/usted conjugation of repetir,repetir,1,Y,,
Spanish,contener,to contain,,1,,,
Spanish,pasará,"Future él/ella/usted conjugation of pasar, 
Imperfect subjunctive yo conjugation of pasar, 
Imperfect subjunctive él/ella/usted conjugation of pasar","pasar, pasar, pasar",1,Y,,
Spanish,emisoras,"stations, 
speakers","emisora, emisor",1,Y,,
Spanish,w,w,,1,,,
Spanish,índole,nature,,1,,,
Spanish,inclusive,inclusive,,1,,,
Spanish,complicaciones,complications,complicación,1,Y,,
Spanish,vaticano,"Vatican, 
Vatican","vaticano, Vaticano",1,Y,,
Spanish,negativos,"negatives, 
negative",,1,,,
Spanish,diámetro,diameter,,1,,,
Spanish,accionistas,"stockholders, 
stockholders",,1,,,
Spanish,viajero,"traveler, passenger",,1,,,
Spanish,creando,creating,crear,1,Y,,
Spanish,sonríe,"Present él/ella/usted conjugation of sonreír, 
Affirmative imperative tú conjugation of sonreír","sonreír, sonreír",1,Y,,
Spanish,aportar,to contribute,,1,,,
Spanish,leyendo,reading,leer,1,Y,,
Spanish,desarrollan,Present ellos/ellas/ustedes conjugation of desarrollar,desarrollar,1,Y,,
Spanish,círculos,circles,círculo,1,Y,,
Spanish,suceder,to happen,,1,,,
Spanish,últimamente,lately,,1,,,
Spanish,construcciones,constructions,construcción,1,Y,,
Spanish,latinoamericanos,"Latin Americans, 
Latin American",,1,,,
Spanish,abundancia,abundance,,1,,,
Spanish,desnuda,"Present él/ella/usted conjugation of desnudar, 
Affirmative imperative tú conjugation of desnudar, 
naked","desnudar, desnudar, desnudo",1,Y,,
Spanish,reconstrucción,"reconstruction, rebuilding",,1,,,
Spanish,habrán,Future ellos/ellas/ustedes conjugation of haber,haber,1,Y,,
Spanish,press,"la prensa, apretar",,1,,,
Spanish,chocolate,chocolate,,1,,,
Spanish,cuántas,"how much, 
all","cuánto, cuanto",1,Y,,
Spanish,verduras,vegetables,verdura,1,Y,,
Spanish,admitir,to admit,,1,,,
Spanish,utilizada,used,utilizar,1,Y,,
Spanish,quise,Preterite yo conjugation of querer,querer,1,Y,,
Spanish,mero,"mere,grouper, 
Present yo conjugation of merar, 
Preterite él/ella/usted conjugation of merar","mero, merar, merar",1,Y,,
Spanish,contradicción,contradiction,,1,,,
Spanish,acompañada,accompanied,"acompañar, acompañado",1,Y,,
Spanish,sensaciones,sensations,sensación,1,Y,,
Spanish,importe,"amount, 
Subjunctive él/ella/usted conjugation of importar, 
Affirmative imperative usted conjugation of importar","importe, importar, importar",1,Y,,
Spanish,permaneció,"he stayed,she stayed, 
Preterite él/ella/usted conjugation of permanecer","permaneció, permanecer",1,Y,,
Spanish,amable,kind,,1,,,
Spanish,acercamiento,approach,,1,,,
Spanish,mateo,"grind, 
Present yo conjugation of matear, 
Matthew","mateo, matear, Mateo",1,Y,,
Spanish,trascendencia,"importance, transcendence",,1,,,
Spanish,calvo,"bald, 
Present yo conjugation of calvar, 
Preterite él/ella/usted conjugation of calvar","calvo, calvar, calvar",1,Y,,
Spanish,depósito,"warehouse,deposit, 
Present yo conjugation of depositar, 
Preterite él/ella/usted conjugation of depositar","depósito, depositar, depositar",1,Y,,
Spanish,apuntó,"Preterite él/ella/usted conjugation of apuntar, 
Present yo conjugation of apuntar","apuntar, apuntar",1,Y,,
Spanish,juicios,trials,juicio,1,Y,,
Spanish,camiones,trucks,camión,1,Y,,
Spanish,balcón,"balcony, vantage point",,1,,,
Spanish,picasso,Picasso,,1,,,
Spanish,grabado,"engraved,engraving, 
recorded","grabado, grabar",1,Y,,
Spanish,mínimas,minimum,mínimo,1,Y,,
Spanish,playas,"beaches, 
shallow","playa, playo",1,Y,,
Spanish,propósitos,purposes,propósito,1,Y,,
Spanish,manifestado,declared,manifestar,1,Y,,
Spanish,persecución,pursuit,,1,,,
Spanish,botón,button,,1,,,
Spanish,precedentes,"precedents, 
previous",,1,,,
Spanish,censo,"census, 
Present yo conjugation of censar, 
Preterite él/ella/usted conjugation of censar","censo, censar, censar",1,Y,,
Spanish,músico,"musician,musical, 
Present yo conjugation of musicar, 
Preterite él/ella/usted conjugation of musicar","músico, musicar, musicar",1,Y,,
Spanish,veinticinco,twenty-five,,1,,,
Spanish,convento,convent,,1,,,
Spanish,árabes,Arab,,1,,,
Spanish,rechazó,"Preterite él/ella/usted conjugation of rechazar, 
rejection, 
Present yo conjugation of rechazar","rechazar, rechazo, rechazar",1,Y,,
Spanish,solicitado,"popular, 
requested","solicitado, solicitar",1,Y,,
Spanish,amantes,"Subjunctive tú conjugation of amantar, 
Subjunctive vos conjugation of amantar, 
lovers","amantar, amantar",1,Y,,
Spanish,celebrará,"Future él/ella/usted conjugation of celebrar, 
Imperfect subjunctive yo conjugation of celebrar, 
Imperfect subjunctive él/ella/usted conjugation of celebrar","celebrar, celebrar, celebrar",1,Y,,
Spanish,miran,Present ellos/ellas/ustedes conjugation of mirar,mirar,1,Y,,
Spanish,indicios,signs,indicio,1,Y,,
Spanish,expuesto,"exposed,risky, 
exposed","expuesto, exponer",1,Y,,
Spanish,viajeros,"travelers, 
traveling",,1,,,
Spanish,titulado,"qualified,graduate","titulado, titular",1,Y,,
Spanish,desprecio,"contempt, 
Present yo conjugation of despreciar, 
Preterite él/ella/usted conjugation of despreciar","desprecio, despreciar, despreciar",1,Y,,
Spanish,optimismo,optimism,,1,,,
Spanish,soto,grove,,1,,,
Spanish,célula,cell,,1,,,
Spanish,benito,"Benedictine, 
Benedict","benito, Benito",1,Y,,
Spanish,experimental,experimental,,1,,,
Spanish,mg,mg,,1,,,
Spanish,cervantes,Cervantes,,1,,,
Spanish,marcelo,mark,,1,,,
Spanish,interiores,"interior shots, 
interiors, 
interior",interiores,1,Y,,
Spanish,obispos,bishops,obispo,1,Y,,
Spanish,milán,Milan,,1,,,
Spanish,prioridad,priority,,1,,,
Spanish,docena,dozen,,1,,,
Spanish,narrador,narrator,,1,,,
Spanish,sugiere,"Present él/ella/usted conjugation of sugerir, 
Affirmative imperative tú conjugation of sugerir","sugerir, sugerir",1,Y,,
Spanish,adolescencia,adolescence,,1,,,
Spanish,admitió,Preterite él/ella/usted conjugation of admitir,admitir,1,Y,,
Spanish,tome,"Subjunctive yo conjugation of tomar, 
Subjunctive él/ella/usted conjugation of tomar, 
Affirmative imperative usted conjugation of tomar","tomar, tomar, tomar",1,Y,,
Spanish,esteban,"Present ellos/ellas/ustedes conjugation of estebar, 
Stephen","estebar, Esteban",1,Y,,
Spanish,cerrados,"Affirmative imperative vosotros conjugation of cerrar, 
closed","cerrar, cerrado",1,Y,,
Spanish,compuesta,composed,compuesto,1,Y,,
Spanish,hicimos,Preterite nosotros conjugation of hacer,hacer,1,Y,,
Spanish,metió,Preterite él/ella/usted conjugation of meter,meter,1,Y,,
Spanish,componen,Present ellos/ellas/ustedes conjugation of componer,componer,1,Y,,
Spanish,reside,"Present él/ella/usted conjugation of residir, 
Affirmative imperative tú conjugation of residir","residir, residir",1,Y,,
Spanish,daría,"Conditional yo conjugation of dar, 
Conditional él/ella/usted conjugation of dar","dar, dar",1,Y,,
Spanish,veían,Imperfect ellos/ellas/ustedes conjugation of ver,ver,1,Y,,
Spanish,afirman,Present ellos/ellas/ustedes conjugation of afirmar,afirmar,1,Y,,
Spanish,brillo,"brightness,shine, 
Present yo conjugation of brillar, 
Preterite él/ella/usted conjugation of brillar","brillo, brillar, brillar",1,Y,,
Spanish,diplomático,"diplomatic, diplomat",,1,,,
Spanish,natalia,Natalia,,1,,,
Spanish,pib,GDP,,1,,,
Spanish,ausente,"absent, 
Subjunctive yo conjugation of ausentar, 
Subjunctive él/ella/usted conjugation of ausentar","ausente, ausentar, ausentar",1,Y,,
Spanish,variación,variation,,1,,,
Spanish,progresiva,progressive,progresivo,1,Y,,
Spanish,maria,Mary,,1,,,
Spanish,perjuicio,harm,,1,,,
Spanish,alvaro,Alvaro,,1,,,
Spanish,aspiraciones,aspirations,aspiración,1,Y,,
Spanish,sanitario,health,,1,,,
Spanish,mostraba,"Imperfect yo conjugation of mostrar, 
Imperfect él/ella/usted conjugation of mostrar","mostrar, mostrar",1,Y,,
Spanish,golfo,"gulf, lout",,1,,,
Spanish,gobernar,to govern,,1,,,
Spanish,telecomunicaciones,telecommunication,,1,,,
Spanish,mm,mm,,1,,,
Spanish,ejerce,"Present él/ella/usted conjugation of ejercer, 
Affirmative imperative tú conjugation of ejercer, 
Affirmative imperative vos conjugation of ejercer","ejercer, ejercer, ejercer",1,Y,,
Spanish,suelos,grounds,suelo,1,Y,,
Spanish,litros,liters,litro,1,Y,,
Spanish,sanción,punishment,,1,,,
Spanish,informativos,informative,,1,,,
Spanish,presentaba,"Imperfect yo conjugation of presentar, 
Imperfect él/ella/usted conjugation of presentar","presentar, presentar",1,Y,,
Spanish,normalidad,normalcy,,1,,,
Spanish,perejil,parsley,,1,,,
Spanish,maniobra,"maneuver, 
Present él/ella/usted conjugation of maniobrar, 
Affirmative imperative tú conjugation of maniobrar","maniobra, maniobrar, maniobrar",1,Y,,
Spanish,radicales,"radicals, 
radicals, 
radical",,1,,,
Spanish,muchísimo,"a lot of, very much",,1,,,
Spanish,males,bad,,1,,,
Spanish,apoyado,supported,apoyar,1,Y,,
Spanish,cocinar,to cook,,1,,,
Spanish,convencional,conventional,,1,,,
Spanish,tiros,"gunfire, 
shots","tiros, tiro",1,Y,,
Spanish,expedición,expedition,,1,,,
Spanish,visitante,"visitor, visiting",,1,,,
Spanish,afortunadamente,fortunately,,1,,,
Spanish,perón,Golden Delicious,,1,,,
Spanish,algodón,cotton,,1,,,
Spanish,ácidos,"acids, 
acid",,1,,,
Spanish,ridículo,"ridiculous, ridicule",,1,,,
Spanish,esperaban,Imperfect ellos/ellas/ustedes conjugation of esperar,esperar,1,Y,,
Spanish,saberlo,"to know, to taste",,1,,,
Spanish,prestar,to lend,,1,,,
Spanish,abordar,"to tackle, to board",,1,,,
Spanish,conjunta,"Present él/ella/usted conjugation of conjuntar, 
Affirmative imperative tú conjugation of conjuntar, 
joint","conjuntar, conjuntar, conjunto",1,Y,,
Spanish,ocurría,"Imperfect yo conjugation of ocurrir, 
Imperfect él/ella/usted conjugation of ocurrir","ocurrir, ocurrir",1,Y,,
Spanish,tendrían,Conditional ellos/ellas/ustedes conjugation of tener,tener,1,Y,,
Spanish,ideológica,ideological,,1,,,
Spanish,asociado,"associated,associate, 
associated","asociado, asociar",1,Y,,
Spanish,fundador,"founding, founder",,1,,,
Spanish,alivio,"relief, 
Present yo conjugation of aliviar, 
Preterite él/ella/usted conjugation of aliviar","alivio, aliviar, aliviar",1,Y,,
Spanish,transparente,"transparent, 
Subjunctive yo conjugation of transparentar, 
Subjunctive él/ella/usted conjugation of transparentar","transparente, transparentar, transparentar",1,Y,,
Spanish,reveló,"Preterite él/ella/usted conjugation of revelar, 
Present yo conjugation of revelar, 
Present yo conjugation of reveler","revelar, revelar, reveler",1,Y,,
Spanish,carencia,scarcity,,1,,,
Spanish,autobús,bus,,1,,,
Spanish,ironía,irony,,1,,,
Spanish,realismo,realism,,1,,,
Spanish,empresariales,"business studies, 
business","empresariales, empresarial",1,Y,,
Spanish,sr,Mr.,,1,,,
Spanish,históricas,historical,histórico,1,Y,,
Spanish,eterno,"eternal, never-ending",,1,,,
Spanish,consolidación,consolidation,,1,,,
Spanish,seminario,seminar,,1,,,
Spanish,logros,achievements,logro,1,Y,,
Spanish,enfrentamientos,confrontations,enfrentamiento,1,Y,,
Spanish,apellido,"last name, 
Present yo conjugation of apellidar, 
Preterite él/ella/usted conjugation of apellidar","apellido, apellidar, apellidar",1,Y,,
Spanish,inseguridad,"lack of safety, insecurity",,1,,,
Spanish,salazar,to amuse,,1,,,
Spanish,cee,EEC,,1,,,
Spanish,avanzada,"advance party, 
advanced, 
advanced","avanzada, avanzar",1,Y,,
Spanish,simpatía,friendliness,,1,,,
Spanish,mora,"blackberry, 
Present él/ella/usted conjugation of morar, 
Affirmative imperative tú conjugation of morar","mora, morar, morar",1,Y,,
Spanish,aguilar,eagles,águila,1,Y,,
Spanish,entraron,Preterite ellos/ellas/ustedes conjugation of entrar,entrar,1,Y,,
Spanish,denunció,"Preterite él/ella/usted conjugation of denunciar, 
complaint,denunciation, 
Present yo conjugation of denunciar","denunciar, denuncio, denunciar",1,Y,,
Spanish,cumplió,Preterite él/ella/usted conjugation of cumplir,cumplir,1,Y,,
Spanish,obvio,"obvious, 
Present yo conjugation of obviar, 
Preterite él/ella/usted conjugation of obviar","obvio, obviar, obviar",1,Y,,
Spanish,compuestos,"compounds, 
composed",,1,,,
Spanish,fragmentos,fragments,fragmento,1,Y,,
Spanish,lástima,"shame,pity, 
Present él/ella/usted conjugation of lastimar, 
Affirmative imperative tú conjugation of lastimar","lástima, lastimar, lastimar",1,Y,,
Spanish,fax,fax,,1,,,
Spanish,desorden,disorder,,1,,,
Spanish,euskadi,Basque Country,,1,,,
Spanish,muscular,muscular,,1,,,
Spanish,poderosa,powerful,,1,,,
Spanish,referéndum,referendum,,1,,,
Spanish,delantero,forward,,1,,,
Spanish,verbal,verbal,,1,,,
Spanish,testimonios,proofs,testimonio,1,Y,,
Spanish,auditorio,"audience, auditive",,1,,,
Spanish,conservadores,"conservatives, 
conservative",,1,,,
Spanish,prohibición,"ban, embargo",,1,,,
Spanish,damas,"checkers, 
ladies","damas, dama",1,Y,,
Spanish,confirmar,to confirm,,1,,,
Spanish,centenar,hundred,,1,,,
Spanish,aporta,"Present él/ella/usted conjugation of aportar, 
Affirmative imperative tú conjugation of aportar, 
Affirmative imperative vos conjugation of aportar","aportar, aportar, aportar",1,Y,,
Spanish,habiendo,having,haber,1,Y,,
Spanish,mover,to move,,1,,,
Spanish,duelo,"duel, 
Present yo conjugation of doler","duelo, doler",1,Y,,
Spanish,patricia,"patrician, 
Patricia","patricio, Patricia",1,Y,,
Spanish,continuamente,continuously,,1,,,
Spanish,madrileña,from Madrid,,1,,,
Spanish,referido,"above, 
referred","referido, referir",1,Y,,
Spanish,protocolo,protocol,,1,,,
Spanish,apuesta,"bet, 
Present él/ella/usted conjugation of apostar, 
Affirmative imperative tú conjugation of apostar","apuesta, apostar, apostar",1,Y,,
Spanish,tradicionalmente,traditionally,,1,,,
Spanish,existían,Imperfect ellos/ellas/ustedes conjugation of existir,existir,1,Y,,
Spanish,oportuno,appropriate,,1,,,
Spanish,trámite,"procedure, 
Subjunctive yo conjugation of tramitar, 
Subjunctive él/ella/usted conjugation of tramitar","trámite, tramitar, tramitar",1,Y,,
Spanish,gotas,"drops, 
drops","gotas, gota",1,Y,,
Spanish,metas,goal,,1,,,
Spanish,casco,"helmet, 
Present yo conjugation of cascar, 
Preterite él/ella/usted conjugation of cascar","casco, cascar, cascar",1,Y,,
Spanish,configuración,configuration,,1,,,
Spanish,convierten,Present ellos/ellas/ustedes conjugation of convertir,convertir,1,Y,,
Spanish,fijar,to fix,,1,,,
Spanish,conducción,"management, conduction",,1,,,
Spanish,buscó,"Preterite él/ella/usted conjugation of buscar, 
Present yo conjugation of buscar","buscar, buscar",1,Y,,
Spanish,exigen,Present ellos/ellas/ustedes conjugation of exigir,exigir,1,Y,,
Spanish,aventuras,"Present tú conjugation of aventurar, 
adventures, 
Present vos conjugation of aventurar","aventurar, aventura, aventurar",1,Y,,
Spanish,lecho,"bed, 
Present yo conjugation of lechar, 
Preterite él/ella/usted conjugation of lechar","lecho, lechar, lechar",1,Y,,
Spanish,reúne,"Present él/ella/usted conjugation of reunir, 
Affirmative imperative tú conjugation of reunir","reunir, reunir",1,Y,,
Spanish,destruir,to destroy,,1,,,
Spanish,votantes,"voters, 
voters",,1,,,
Spanish,extraños,"strangers, 
strange",,1,,,
Spanish,véase,"see, 
Affirmative imperative usted conjugation of ver","véase, ver",1,Y,,
Spanish,revisar,"to review, to revise",,1,,,
Spanish,expulsión,"expulsion, sending-off",,1,,,
Spanish,rumor,rumor,,1,,,
Spanish,cruel,cruel,,1,,,
Spanish,sometidos,subdued,someter,1,Y,,
Spanish,práctico,"practical,pilot, 
Present yo conjugation of practicar, 
Preterite él/ella/usted conjugation of practicar","práctico, practicar, practicar",1,Y,,
Spanish,transparencia,transparency,,1,,,
Spanish,tarjetas,cards,tarjeta,1,Y,,
Spanish,chicago,Chicago,,1,,,
Spanish,sustituir,"to substitute, to replace",,1,,,
Spanish,nucleares,"nuclear, 
Future subjunctive tú conjugation of nuclear, 
Future subjunctive vos conjugation of nuclear","nuclear, nuclear, nuclear",1,Y,,
Spanish,docente,teacher,,1,,,
Spanish,celda,cell,,1,,,
